"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4397","Team-42 cape","","4397","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team42Cape.T_Team42Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4399","Team-43 cape","","4399","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team43Cape.T_Team43Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4401","Team-44 cape","","4401","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team44Cape.T_Team44Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4403","Team-45 cape","","4403","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team45Cape.T_Team45Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4405","Team-46 cape","","4405","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team46Cape.T_Team46Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4407","Team-47 cape","","4407","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team47Cape.T_Team47Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4409","Team-48 cape","","4409","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team48Cape.T_Team48Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4411","Team-49 cape","","4411","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team49Cape.T_Team49Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4413","Team-50 cape","","4413","True","","False","Ooohhh look at the pretty colours...","/Game/Textures/Items/T_Team50Cape.T_Team50Cape",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4449","Broad arrowheads","","4449","False","","False","Arrowheads with broad tips.","/Game/Textures/Items/T_BroadArrowheads.T_BroadArrowheads",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4451","Broad arrowheads","","4451","False","","False","Arrowheads with broad tips.","/Game/Textures/Items/T_BroadArrowheads.T_BroadArrowheads",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4453","Broad arrowheads","","4453","False","","False","Arrowheads with broad tips.","/Game/Textures/Items/T_BroadArrowheads.T_BroadArrowheads",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4455","Broad arrowheads","","4455","False","","False","Arrowheads with broad tips.","/Game/Textures/Items/T_BroadArrowheads.T_BroadArrowheads",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4456","Bowl of hot water","","4456","False","","False","It's a bowl of hot water.","/Game/Textures/Items/T_BowlOfHotWater.T_BowlOfHotWater",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4458","Cup of water","","4458","False","","False","A cup of water.","/Game/Textures/Items/T_CupOfWater.T_CupOfWater",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4460","Cup of hot water","","4460","False","","False","It's hot!","/Game/Textures/Items/T_CupOfHotWater.T_CupOfHotWater",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4462","Ruined herb tea","","4462","False","","False","A ruined herb tea.","/Game/Textures/Items/T_RuinedHerbTea.T_RuinedHerbTea",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4496","Broken pole","","4496","False","","False","Splintered into pieces, it has become completely useless to you.","/Game/Textures/Items/T_BrokenPole.T_BrokenPole",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4503","Decorative sword","","4503","True","","False","A very decorative sword.","/Game/Textures/Items/T_DecorativeSword.T_DecorativeSword",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4504","Decorative armour","","4504","True","","False","Very decorative armour.","/Game/Textures/Items/T_DecorativeArmour.T_DecorativeArmour",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4505","Decorative armour","","4505","True","","False","Very decorative armour.","/Game/Textures/Items/T_DecorativeArmour.T_DecorativeArmour",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4506","Decorative helm","","4506","True","","False","A very decorative helm.","/Game/Textures/Items/T_DecorativeHelm.T_DecorativeHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4507","Decorative shield","","4507","True","","False","A very decorative shield.","/Game/Textures/Items/T_DecorativeShield.T_DecorativeShield",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4508","Decorative sword","","4508","True","","False","A very decorative sword.","/Game/Textures/Items/T_DecorativeSword.T_DecorativeSword",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4509","Decorative armour","","4509","True","","False","Very decorative armour.","/Game/Textures/Items/T_DecorativeArmour.T_DecorativeArmour",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4510","Decorative armour","","4510","True","","False","Very decorative armour.","/Game/Textures/Items/T_DecorativeArmour.T_DecorativeArmour",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4511","Decorative helm","","4511","True","","False","A very decorative helm.","/Game/Textures/Items/T_DecorativeHelm.T_DecorativeHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4512","Decorative shield","","4512","True","","False","A very decorative shield.","/Game/Textures/Items/T_DecorativeShield.T_DecorativeShield",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4513","Castlewars hood","","4513","True","","False","The colours of Saradomin.","/Game/Textures/Items/T_CastlewarsHood.T_CastlewarsHood",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4514","Castlewars cloak","","4514","True","","False","A fine castlewars Cape.","/Game/Textures/Items/T_CastlewarsCloak.T_CastlewarsCloak",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4515","Castlewars hood","","4515","True","","False","The colours of Zamorak.","/Game/Textures/Items/T_CastlewarsHood.T_CastlewarsHood",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4516","Castlewars cloak","","4516","True","","False","A fine castlewars Cape.","/Game/Textures/Items/T_CastlewarsCloak.T_CastlewarsCloak",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4517","Giant frog legs","","4517","False","","False","This could feed a family of gnomes for a week!","/Game/Textures/Items/T_GiantFrogLegs.T_GiantFrogLegs",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4519","Swamp wallbeast","","4519","False","","False","","/Game/Textures/Items/T_SwampWallbeast.T_SwampWallbeast",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4520","Swamp cave slime","","4520","False","","False","","/Game/Textures/Items/T_SwampCaveSlime.T_SwampCaveSlime",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4521","Swamp cave bug","","4521","False","","False","","/Game/Textures/Items/T_SwampCaveBug.T_SwampCaveBug",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4522","Oil lamp","","4522","False","","False","Not the genie sort.","/Game/Textures/Items/T_OilLamp.T_OilLamp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4524","Oil lamp","","4524","False","","False","Not the genie sort.","/Game/Textures/Items/T_OilLamp.T_OilLamp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4525","Empty oil lamp","","4525","False","","False","An oil lamp with no oil in it.","/Game/Textures/Items/T_EmptyOilLamp.T_EmptyOilLamp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4527","Empty candle lantern","","4527","False","","False","Put a candle in to complete it.","/Game/Textures/Items/T_EmptyCandleLantern.T_EmptyCandleLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4529","Candle lantern","","4529","False","","False","A candle in a glass cage.","/Game/Textures/Items/T_CandleLantern.T_CandleLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4531","Candle lantern","","4531","False","","False","A flickering candle in a glass cage.","/Game/Textures/Items/T_CandleLantern.T_CandleLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4532","Candle lantern","","4532","False","","False","A candle in a glass cage.","/Game/Textures/Items/T_CandleLantern.T_CandleLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4534","Candle lantern","","4534","False","","False","A flickering candle in a glass cage.","/Game/Textures/Items/T_CandleLantern.T_CandleLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4535","Empty oil lantern","","4535","False","","False","Put oil in to complete it.","/Game/Textures/Items/T_EmptyOilLantern.T_EmptyOilLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4537","Oil lantern","","4537","False","","False","An unlit oil lantern.","/Game/Textures/Items/T_OilLantern.T_OilLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4539","Oil lantern","","4539","False","","False","It lights your way through the dark places of the earth.","/Game/Textures/Items/T_OilLantern.T_OilLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4540","Oil lantern frame","","4540","False","","False","Add the glass to complete.","/Game/Textures/Items/T_OilLanternFrame.T_OilLanternFrame",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4542","Lantern lens","","4542","False","","False","A roughly circular disc of glass.","/Game/Textures/Items/T_LanternLens.T_LanternLens",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4544","Bullseye lantern (unf)","","4544","False","","False","You need to add a lens before you can use it.","/Game/Textures/Items/T_BullseyeLanternUnf.T_BullseyeLanternUnf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4546","Bullseye lantern (empty)","","4546","False","","False","You need to add lamp oil before you can use it.","/Game/Textures/Items/T_BullseyeLanternEmpty.T_BullseyeLanternEmpty",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4548","Bullseye lantern","","4548","False","","False","A sturdy steel lantern.","/Game/Textures/Items/T_BullseyeLantern.T_BullseyeLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4550","Bullseye lantern","","4550","False","","False","A sturdy steel lantern casting a bright beam.","/Game/Textures/Items/T_BullseyeLantern.T_BullseyeLantern",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4551","Spiny helmet","","4551","True","","False","You don't want to wear it inside-out.","/Game/Textures/Items/T_SpinyHelmet.T_SpinyHelmet",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4558","Blue sweets","","4558","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_BlueSweets.T_BlueSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4559","Deep blue sweets","","4559","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_DeepBlueSweets.T_DeepBlueSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4560","White sweets","","4560","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_WhiteSweets.T_WhiteSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4561","Purple sweets","","4561","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_PurpleSweets.T_PurpleSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4562","Red sweets","","4562","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_RedSweets.T_RedSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4563","Green sweets","","4563","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_GreenSweets.T_GreenSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4564","Pink sweets","","4564","False","","False","Not likely to last until next Halloween.","/Game/Textures/Items/T_PinkSweets.T_PinkSweets",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4565","Easter basket","","4565","True","","False","A holiday gift from the Easter Bunny.","/Game/Textures/Items/T_EasterBasket.T_EasterBasket",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4566","Rubber chicken","","4566","True","","False","Perhaps not the most powerful weapon in Gielinor.","/Game/Textures/Items/T_RubberChicken.T_RubberChicken",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4580","Black spear","","4580","True","","False","A black tipped spear.","/Game/Textures/Items/T_BlackSpear.T_BlackSpear",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4582","Black spear(p)","","4582","True","","False","A poisoned black tipped spear.","/Game/Textures/Items/T_BlackSpearp.T_BlackSpearp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4584","Black spear(kp)","","4584","True","","False","A Karambwan poisoned black tipped spear.","/Game/Textures/Items/T_BlackSpearkp.T_BlackSpearkp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4585","Dragon plateskirt","","4585","True","","False","This looks pretty heavy.","/Game/Textures/Items/T_DragonPlateskirt.T_DragonPlateskirt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4587","Dragon scimitar","","4587","True","","False","A vicious, curved sword.","/Game/Textures/Items/T_DragonScimitar.T_DragonScimitar",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4591","Kharidian headpiece","","4591","False","","False","Wear it on your head.","/Game/Textures/Items/T_KharidianHeadpiece.T_KharidianHeadpiece",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4599","Oak blackjack","","4599","True","","False","A handy little club made out of oak.","/Game/Textures/Items/T_OakBlackjack.T_OakBlackjack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4600","Willow blackjack","","4600","True","","False","A handy little club made out of willow.","/Game/Textures/Items/T_WillowBlackjack.T_WillowBlackjack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4608","Super kebab","","4608","False","","False","A meaty and very hot kebab.","/Game/Textures/Items/T_SuperKebab.T_SuperKebab",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4613","Spinning plate","","4613","False","","False","It has a picture of a dragon on it.","/Game/Textures/Items/T_SpinningPlate.T_SpinningPlate",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4614","Broken plate","","4614","False","","False","Alas...","/Game/Textures/Items/T_BrokenPlate.T_BrokenPlate",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4625","Bandit","","4625","False","","False","","/Game/Textures/Items/T_Bandit.T_Bandit",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4626","Unfinished broad bolts","","4626","False","","False","Add feathers to make broad-tipped crossbow bolts.","/Game/Textures/Items/T_UnfinishedBroadBolts.T_UnfinishedBroadBolts",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4627","Bandit's brew","","4627","False","","False","A cheeky little lager.","/Game/Textures/Items/T_BanditsBrew.T_BanditsBrew",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4653","Fire","","4653","False","","False","Hot!","/Game/Textures/Items/T_Fire.T_Fire",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4675","Ancient staff","","4675","True","","False","A magical staff of ancient origin...","/Game/Textures/Items/T_AncientStaff.T_AncientStaff",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4692","Gold leaf","","4692","False","","False","Very delicate thin pressed gold.","/Game/Textures/Items/T_GoldLeaf.T_GoldLeaf",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4694","Steam rune","","4694","False","","True","A combined Water and Fire Rune.","/Game/Textures/Items/T_SteamRune.T_SteamRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4695","Mist rune","","4695","False","","True","A combined Air and Water Rune.","/Game/Textures/Items/T_MistRune.T_MistRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4696","Dust rune","","4696","False","","True","A combined Air and Earth Rune.","/Game/Textures/Items/T_DustRune.T_DustRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4697","Smoke rune","","4697","False","","True","A combined Air and Fire Rune.","/Game/Textures/Items/T_SmokeRune.T_SmokeRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4698","Mud rune","","4698","False","","True","A combined Earth and Water Rune.","/Game/Textures/Items/T_MudRune.T_MudRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4699","Lava rune","","4699","False","","True","A combined Earth and Fire Rune.","/Game/Textures/Items/T_LavaRune.T_LavaRune",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4706","Unfinished broad bolts","","4706","False","","False","Add feathers to make broad-tipped crossbow bolts.","/Game/Textures/Items/T_UnfinishedBroadBolts.T_UnfinishedBroadBolts",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4707","Crumbling tome","","4707","False","","False","This book must be really old!","/Game/Textures/Items/T_CrumblingTome.T_CrumblingTome",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4708","Ahrim's hood","","4708","True","","False","Ahrim the Blighted's leather hood.","/Game/Textures/Items/T_AhrimsHood.T_AhrimsHood",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4710","Ahrim's staff","","4710","True","","False","Ahrim the Blighted's quarterstaff.","/Game/Textures/Items/T_AhrimsStaff.T_AhrimsStaff",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4712","Ahrim's robetop","","4712","True","","False","Ahrim the Blighted's armoured robe top.","/Game/Textures/Items/T_AhrimsRobetop.T_AhrimsRobetop",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4714","Ahrim's robeskirt","","4714","True","","False","Ahrim the Blighted's armoured robe skirt.","/Game/Textures/Items/T_AhrimsRobeskirt.T_AhrimsRobeskirt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4716","Dharok's helm","","4716","True","","False","Dharok the Wretched's helm.","/Game/Textures/Items/T_DharoksHelm.T_DharoksHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4718","Dharok's greataxe","","4718","True","","False","Dharok the Wretched's greataxe.","/Game/Textures/Items/T_DharoksGreataxe.T_DharoksGreataxe",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4720","Dharok's platebody","","4720","True","","False","Dharok the Wretched's platebody armour.","/Game/Textures/Items/T_DharoksPlatebody.T_DharoksPlatebody",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4722","Dharok's platelegs","","4722","True","","False","Dharok the Wretched's plate leg armour.","/Game/Textures/Items/T_DharoksPlatelegs.T_DharoksPlatelegs",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4724","Guthan's helm","","4724","True","","False","Guthan the Infested's helm.","/Game/Textures/Items/T_GuthansHelm.T_GuthansHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4726","Guthan's warspear","","4726","True","","False","Guthan the Infested's warspear.","/Game/Textures/Items/T_GuthansWarspear.T_GuthansWarspear",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4728","Guthan's platebody","","4728","True","","False","Guthan the Infested's platebody armour.","/Game/Textures/Items/T_GuthansPlatebody.T_GuthansPlatebody",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4730","Guthan's chainskirt","","4730","True","","False","Guthan the Infested's chainskirt.","/Game/Textures/Items/T_GuthansChainskirt.T_GuthansChainskirt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4732","Karil's coif","","4732","True","","False","Karil the Tainted's coif.","/Game/Textures/Items/T_KarilsCoif.T_KarilsCoif",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4734","Karil's crossbow","","4734","True","","False","Karil the Tainted's repeating crossbow.","/Game/Textures/Items/T_KarilsCrossbow.T_KarilsCrossbow",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4736","Karil's leathertop","","4736","True","","False","Karil the Tainted's leather body armour.","/Game/Textures/Items/T_KarilsLeathertop.T_KarilsLeathertop",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4738","Karil's leatherskirt","","4738","True","","False","Karil the Tainted's leather skirt.","/Game/Textures/Items/T_KarilsLeatherskirt.T_KarilsLeatherskirt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4740","Bolt rack","","4740","True","","True","Must need a special type of crossbow to use this.","/Game/Textures/Items/T_BoltRack.T_BoltRack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4741","Bolt rack","","4741","False","","True","Must need a special type of crossbow to use this.","/Game/Textures/Items/T_BoltRack.T_BoltRack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4742","Bolt rack","","4742","False","","True","Must need a special type of crossbow to use this.","/Game/Textures/Items/T_BoltRack.T_BoltRack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4743","Bolt rack","","4743","False","","True","Must need a special type of crossbow to use this.","/Game/Textures/Items/T_BoltRack.T_BoltRack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4744","Bolt rack","","4744","False","","True","Must need a special type of crossbow to use this.","/Game/Textures/Items/T_BoltRack.T_BoltRack",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4745","Torag's helm","","4745","True","","False","Torag the Corrupted's helm.","/Game/Textures/Items/T_ToragsHelm.T_ToragsHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4747","Torag's hammers","","4747","True","","False","Torag the Corrupted's twin hammers.","/Game/Textures/Items/T_ToragsHammers.T_ToragsHammers",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4749","Torag's platebody","","4749","True","","False","Torag the Corrupted's platebody armour.","/Game/Textures/Items/T_ToragsPlatebody.T_ToragsPlatebody",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4751","Torag's platelegs","","4751","True","","False","Torag the Corrupted's plate leg armour.","/Game/Textures/Items/T_ToragsPlatelegs.T_ToragsPlatelegs",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4753","Verac's helm","","4753","True","","False","Verac the Defiled's helm.","/Game/Textures/Items/T_VeracsHelm.T_VeracsHelm",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4755","Verac's flail","","4755","True","","False","Verac the Defiled's flail.","/Game/Textures/Items/T_VeracsFlail.T_VeracsFlail",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4757","Verac's brassard","","4757","True","","False","Verac the Defiled's brassard.","/Game/Textures/Items/T_VeracsBrassard.T_VeracsBrassard",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4759","Verac's plateskirt","","4759","True","","False","Verac the Defiled's plate skirt.","/Game/Textures/Items/T_VeracsPlateskirt.T_VeracsPlateskirt",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4762","Amethyst bolt tips","","4762","False","","True","Amethyst bolt tips.","/Game/Textures/Items/T_AmethystBoltTips.T_AmethystBoltTips",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4763","Amethyst arrow(p)","","4763","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrowp.T_AmethystArrowp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4764","Amethyst arrow(p)","","4764","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrowp.T_AmethystArrowp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4765","Amethyst arrow(p)","","4765","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrowp.T_AmethystArrowp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4766","Amethyst arrow(p)","","4766","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrowp.T_AmethystArrowp",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4767","Amethyst bolt tips","","4767","False","","True","Amethyst bolt tips.","/Game/Textures/Items/T_AmethystBoltTips.T_AmethystBoltTips",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4768","Amethyst bolt tips","","4768","False","","True","Amethyst bolt tips.","/Game/Textures/Items/T_AmethystBoltTips.T_AmethystBoltTips",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4769","Amethyst arrow","","4769","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrow.T_AmethystArrow",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4770","Amethyst arrow","","4770","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrow.T_AmethystArrow",""
"---","Name","Mesh","Id","bEquipable","EquipType","bStackable","Examine","Icon","Options"
"4771","Amethyst arrow","","4771","False","","True","Arrows with amethyst heads.","/Game/Textures/Items/T_AmethystArrow.T_AmethystArrow",""
